station_name,station_index,station_latitude,station_longitude,total_slots,venue_name,venue_id,venue_categories_str,venue_latitude,venue_longitude,venue_address,distance_from_station,venue_category_group
Burrard & 14th,5,49.259469,-123.145718,18,Jan Spitzner Agencies,5aef79d8cafc4f275e7b7f44,Furniture and Home Store,49.25930004175792,-123.14976389976712,1965 14th Ave W,294,Banks & Shops
Burrard & 14th,5,49.259469,-123.145718,18,Granville Park Lawn Bowling Club,4ae0c44df964a520488221e3,Bowling Alley,49.25851251252527,-123.14191202918803,W.14th,295,Other
Burrard & 14th,5,49.259469,-123.145718,18,Kitsilano Christian Community Church,9829728cf0344c264788295b,Church,49.2569421209468,-123.14429138635332,1708 16th Ave W,299,Other
Burrard & 14th,5,49.259469,-123.145718,18,Porche,4c660f4a255e9521f93cd4d8,,49.26200840605711,-123.14415735347596,Pine St,304,Other
Burrard & 14th,5,49.259469,-123.145718,18,Golden Key,4c0f03a9d64c0f47973c295d,Church,49.25684944070135,-123.1443645415274,1708 West 16th Avenue,307,Other
Olympic Village Station,6,49.266314,-123.116011,20,Caffè Cittadella,4c75baefdb52b1f7c5b979dc,"Café, Coffee Shop",49.26482538467575,-123.11734283669146,2310 Ash St,191,Restaurants & Bars
Olympic Village Station,6,49.266314,-123.116011,20,Menchie's,4f0f9e5ee4b0725fea69f095,"Frozen Yogurt Shop, Ice Cream Parlor, Dessert Shop",49.26477393506128,-123.11503276462442,2315 Cambie St,185,Banks & Shops
Olympic Village Station,6,49.266314,-123.116011,20,Best Buy,4aa9a13cf964a520965420e3,Electronics Store,49.2655502,-123.1143457,2220 Cambie St.,147,Banks & Shops
Olympic Village Station,6,49.266314,-123.116011,20,Hot Pink,4fdbf49da17c490bc805d53d,Art Gallery,49.26684990195161,-123.11302248352392,2075 Yukon St.,224,Landmarks & Museums
Olympic Village Station,6,49.266314,-123.116011,20,HomeSense,4d95113ce07ea35d25829f02,Furniture and Home Store,49.2644870027217,-123.11444328316053,491 W 8th Ave,232,Banks & Shops
Olympic Village Station,6,49.266314,-123.116011,20,Whole Foods Market,4aa73d25f964a520704c20e3,"Grocery Store, Health Food Store, Organic Grocery",49.2640177817233,-123.11530270683868,510 W 8TH Ave,260,Restaurants & Bars
Olympic Village Station,6,49.266314,-123.116011,20,Pepper Lunch,5705f978498e2fee241e3918,Asian Restaurant,49.26459527257519,-123.11510136889572,2323 Cambie Street,202,Restaurants & Bars
Olympic Village Station,6,49.266314,-123.116011,20,VPD HQ,4ea2e78de3008f7d9245fe4d,Police Station,49.26641243257705,-123.11371519094664,2120 Cambie street,166,Other
Olympic Village Station,6,49.266314,-123.116011,20,Whole Foods Cafe,67faaf1ee304dc6712532894,Café,49.26383,-123.115048,425 Cambie St,284,Other
